CompanyName,ISIN,NSECode,BSECode,Date,MFList,BTTDate,CompanyCode,YearEnding,Months,Quarter,Sales,Expenses,EBIDTA,Interest,Depreciation,Extraordinary,OPM,Tax,PATRAW,PAT,Equity,Reserves,EPS,NPM,Ext_Flag,Q1 EPS Growth,Q1 Sales Growth,Q2 EPS,Q2 EPS Growth,Q2 Sales,Q2 Sales Growth
RBL Bank Ltd.,INE976G01028,RBLBANK,540065.000000,2024-02-01,True,2024-02-01,14030078.000000,2023-12-31,3.000000,3.000000,39689500000.000000,15581800000.000000,24107700000.000000,16455200000.000000,0.000000,0.000000,3071100000.000000,740200000.000000,2330900000.000000,2330900000.000000,6026200000.000000,0.000000,0.386794,5.872838,False,10.970381,32.871007,0.489025,45.462761,37123900000.000000,34.556612
DCB Bank Ltd.,INE503A01015,DCBBANK,532772.000000,2023-12-31,True,2024-02-01,14030104.000000,2023-12-31,3.000000,3.000000,14978200000.000000,3862000000.000000,11116200000.000000,9001100000.000000,0.000000,0.000000,1705100000.000000,439300000.000000,1265800000.000000,1265800000.000000,3121100000.000000,0.000000,0.405562,8.450949,False,10.860777,28.331406,0.406482,12.577724,14129500000.000000,28.542317
Tamilnad Mercantile Bank Ltd.,INE668A01016,TMB,543596.000000,2024-02-01,True,2024-02-01,14030114.000000,2023-12-31,3.000000,3.000000,13871300000.000000,3248100000.000000,10623200000.000000,6921200000.000000,0.000000,0.000000,3678300000.000000,836000000.000000,2842300000.000000,2842300000.000000,1583500000.000000,0.000000,1.794948,20.490509,False,1.619592,18.267001,1.727250,4.273732,13652200000.000000,19.599821
YES Bank Ltd.,INE528G01035,YESBANK,532648.000000,2024-02-01,True,2024-02-01,14030144.000000,2023-12-31,3.000000,3.000000,81794500000.000000,23474300000.000000,58320200000.000000,49679700000.000000,0.000000,0.000000,3093100000.000000,778500000.000000,2314600000.000000,2314600000.000000,57523100000.000000,0.000000,0.040238,2.829775,False,349.134336,16.596438,0.039156,28.397905,79206800000.000000,23.874628
Bandhan Bank Ltd.,INE545U01014,BANDHANBNK,541153.000000,2024-02-01,True,2024-02-01,14030287.000000,2023-12-31,3.000000,3.000000,52105950000.000000,14152144000.000000,37953806000.000000,21400749000.000000,0.000000,0.000000,9712991000.000000,2385815000.000000,7327176000.000000,7327176000.000000,16109076000.000000,0.000000,0.454848,14.062072,False,152.154221,7.635921,0.447679,244.586696,50321887000.000000,18.408145
ICICI Securities Ltd.,INE763G01038,ISEC,541179.000000,2024-02-01,True,2024-02-01,14040001.030000,2023-12-31,3.000000,3.000000,13227300000.000000,4084500000.000000,9142800000.000000,2605100000.000000,271500000.000000,0.000000,6233000000.000000,1582100000.000000,4650900000.000000,4650900000.000000,1615500000.000000,0.000000,2.878923,35.161371,False,66.488822,50.508625,2.623522,41.413494,12485100000.000000,44.399852
IFCI Ltd.,INE039A01010,IFCI,500106.000000,2023-12-31,True,2024-02-01,14040003.000000,2023-12-31,3.000000,3.000000,2157000000.000000,304300000.000000,1852700000.000000,1438100000.000000,60500000.000000,0.000000,247300000.000000,347900000.000000,-100600000.000000,-100600000.000000,24896100000.000000,0.000000,-0.004041,-4.663885,False,-113.161168,37.371036,0.033648,-35.378016,1666000000.000000,32.012678
IDBI Bank Ltd.,INE008A01015,IDBI,500116.000000,2024-02-01,True,2024-02-01,14040004.000000,2023-12-31,3.000000,3.000000,75142700000.000000,20813300000.000000,54329400000.000000,31063900000.000000,0.000000,0.000000,20067000000.000000,5485200000.000000,14581800000.000000,14581800000.000000,107524000000.000000,0.000000,0.135614,19.405478,False,57.255168,23.421278,0.123067,59.797848,69241800000.000000,14.156600
Indian Railway Finance Corporation Ltd.,INE053F01010,IRFC,543257.000000,2024-02-01,True,2024-02-01,14040007.000000,2023-12-31,3.000000,3.000000,67453110000.000000,349530000.000000,67103580000.000000,51042930000.000000,13320000.000000,0.000000,16042270000.000000,0.000000,16042270000.000000,16042270000.000000,130685060000.000000,351808200000.000000,0.122755,23.782847,False,-1.788915,8.410168,0.118596,-9.590499,67674780000.000000,16.471949
REC Ltd.,INE020B01018,RECLTD,532955.000000,2024-02-01,True,2024-02-01,14040025.000000,2023-12-31,3.000000,3.000000,120000500000.000000,1707200000.000000,118293300000.000000,76533400000.000000,58900000.000000,0.000000,41142500000.000000,8449400000.000000,32693100000.000000,32693100000.000000,26332200000.000000,0.000000,1.241564,27.244136,False,13.593437,23.562689,1.432797,38.282424,115901600000.000000,16.500998
Housing and Urban Development Corporation Ltd.,INE031A01017,HUDCO,540530.000000,2024-02-01,True,2024-02-01,14040026.000000,2023-12-31,3.000000,3.000000,20229400000.000000,116600000.000000,20112800000.000000,13127300000.000000,24600000.000000,0.000000,6960900000.000000,1769000000.000000,5191900000.000000,5191900000.000000,20019000000.000000,0.000000,0.259349,25.665121,False,104.148317,17.615526,,,,
Indian Renewable Energy Development Agency Ltd.,INE202E01016,IREDA,544026.000000,2023-12-31,True,2024-02-01,14040027.000000,2023-12-31,3.000000,3.000000,12531958000.000000,611663000.000000,11920295000.000000,7599671000.000000,82127000.000000,0.000000,3861370000.000000,505991000.000000,3355379000.000000,3355379000.000000,26877600000.000000,0.000000,0.124839,26.774579,False,42.073709,44.214972,,,,
Power Finance Corporation Ltd.,INE134E01011,PFC,532810.000000,2024-02-01,True,2024-02-01,14040029.000000,2023-12-31,3.000000,3.000000,118543300000.000000,2635800000.000000,115907500000.000000,71735100000.000000,51100000.000000,0.000000,41495300000.000000,7723300000.000000,33772000000.000000,33772000000.000000,33001000000.000000,0.000000,1.023363,28.489168,False,-10.089087,14.375458,1.165853,2.640900,117884900000.000000,16.967292
IDFC Ltd.,INE043D01016,IDFC,532659.000000,2024-02-01,True,2024-02-01,14040034.000000,2023-09-30,3.000000,2.000000,331700000.000000,39100000.000000,292600000.000000,9700000.000000,100000.000000,0.000000,282700000.000000,66200000.000000,216500000.000000,216500000.000000,15999900000.000000,0.000000,0.013531,65.269822,False,51.880910,64.615385,0.007338,-93.006333,228300000.000000,-86.935622
HDFC Asset Management Company Ltd.,INE127D01025,HDFCAMC,541729.000000,2024-02-01,True,2024-02-01,14050596.000000,2023-12-31,3.000000,3.000000,8137500000.000000,1599100000.000000,6538400000.000000,21600000.000000,130700000.000000,0.000000,6386100000.000000,1488900000.000000,4897200000.000000,4897200000.000000,1067400000.000000,0.000000,4.587971,60.180645,False,32.509638,22.750517,4.099307,20.075812,7652200000.000000,17.920269
Aditya Birla Sun Life AMC Ltd.,INE404A01024,ABSLAMC,543374.000000,2024-02-01,True,2024-02-01,14050600.000000,2023-12-31,3.000000,3.000000,4149200000.000000,1422600000.000000,2726600000.000000,14300000.000000,85200000.000000,0.000000,2627100000.000000,541700000.000000,2085400000.000000,2085400000.000000,1440400000.000000,0.000000,1.447792,50.260291,False,26.345353,16.019642,1.225076,-7.145705,3845300000.000000,0.665782
UTI Asset Management Company Ltd.,INE094J01016,UTIAMC,543238.000000,2024-02-01,True,2024-02-01,14051227.000000,2023-12-31,3.000000,3.000000,3465100000.000000,1314700000.000000,2150400000.000000,27900000.000000,94400000.000000,0.000000,2028100000.000000,525300000.000000,1502800000.000000,1502800000.000000,1272400000.000000,0.000000,1.181075,43.369600,False,38.647476,23.497755,1.058425,12.732939,3114200000.000000,-1.580178
Sundaram Finance Ltd.,INE660A01013,SUNDARMFIN,590071.000000,2024-02-01,True,2024-02-01,14060001.000000,2023-12-31,3.000000,3.000000,13517000000.000000,2118600000.000000,11398400000.000000,6938100000.000000,348700000.000000,0.000000,3896900000.000000,896200000.000000,3000700000.000000,3000700000.000000,1111000000.000000,0.000000,2.700900,22.199453,False,23.648426,33.694018,3.297750,20.706355,13781100000.000000,30.989088
Sundaram Finance Holdings Ltd.,INE202Z01029,SUNDARMHLD,,2023-12-31,True,2024-02-01,14060001.030000,2023-12-31,3.000000,3.000000,337172000.000000,54017000.000000,283155000.000000,4000.000000,1084000.000000,0.000000,282067000.000000,18908000.000000,263159000.000000,263159000.000000,1110519000.000000,0.000000,0.236969,78.048889,False,847.023895,280.190562,0.209110,4.455370,320243000.000000,-7.875554
Kotak Mahindra Bank Ltd.,INE237A01028,KOTAKBANK,500247.000000,2024-02-01,True,2024-02-01,14060005.000000,2023-12-31,3.000000,3.000000,140960400000.000000,42843300000.000000,98117100000.000000,52455000000.000000,0.000000,0.000000,39870700000.000000,9820600000.000000,30050100000.000000,30050100000.000000,9938300000.000000,0.000000,3.023666,21.318115,False,7.548365,27.007485,,,,
Nippon Life India Asset Management Ltd.,INE298J01013,NAM-INDIA,540767.000000,2024-02-01,True,2024-02-01,14060009.080000,2023-12-31,3.000000,3.000000,4852800000.000000,1384300000.000000,3468500000.000000,16400000.000000,63400000.000000,0.000000,3388700000.000000,742100000.000000,2646600000.000000,2646600000.000000,6279700000.000000,0.000000,0.421453,54.537587,False,32.319929,24.760264,0.376382,19.308741,4400500000.000000,14.958593
Cholamandalam Investment & Finance Company Ltd.,INE121A01024,CHOLAFIN,511243.000000,2024-02-01,True,2024-02-01,14060011.000000,2023-12-31,3.000000,3.000000,50186900000.000000,10187500000.000000,39999400000.000000,24389800000.000000,452400000.000000,0.000000,11569000000.000000,2807400000.000000,8761600000.000000,8761600000.000000,1680000000.000000,0.000000,5.215238,17.457942,False,25.318447,48.701485,4.633226,35.186812,45718900000.000000,50.501024
Bajaj Finance Ltd.,INE296A01024,BAJFINANCE,500034.000000,2024-02-01,True,2024-02-01,14060023.000000,2023-12-31,3.000000,3.000000,121036200000.000000,27845700000.000000,93190500000.000000,36183200000.000000,1619100000.000000,0.000000,42913000000.000000,11139100000.000000,31773900000.000000,31773900000.000000,1235400000.000000,0.000000,25.719524,26.251568,False,18.452785,31.352493,25.654634,25.375889,114099800000.000000,32.577682
Shriram Finance Ltd.,INE721A01013,SHRIRAMFIN,511218.000000,2024-02-01,True,2024-02-01,14060030.000000,2023-12-31,3.000000,3.000000,89273000000.000000,13843800000.000000,75429200000.000000,37068900000.000000,1467100000.000000,0.000000,24396200000.000000,6212900000.000000,18183300000.000000,18183300000.000000,3756000000.000000,0.000000,4.841134,20.368196,False,2.008806,17.274828,4.664553,18.276350,85644500000.000000,60.044886
Optiemus Infracom Ltd.,INE350C01017,OPTIEMUS,530135.000000,2023-12-31,True,2024-02-01,14060224.000000,2023-12-31,3.000000,3.000000,1580861000.000000,1505210000.000000,75651000.000000,122000.000000,348000.000000,0.000000,75181000.000000,20356000.000000,54825000.000000,54825000.000000,858571900.000000,0.000000,0.063856,3.468047,False,-22.724005,4.920340,0.043420,-24.801038,1376384000.000000,2.820884
Arman Financial Services Ltd.,INE109C01017,ARMANFIN,531179.000000,2023-12-31,True,2024-02-01,14060338.000000,2023-12-31,3.000000,3.000000,339108000.000000,84674000.000000,254434000.000000,123101000.000000,424000.000000,0.000000,110385000.000000,16969000.000000,93416000.000000,93416000.000000,97873000.000000,0.000000,0.954461,27.547566,False,21.088939,38.561867,1.019125,9.610246,347097000.000000,57.015548
Manappuram Finance Ltd.,INE522D01027,MANAPPURAM,531213.000000,2024-02-01,True,2024-02-01,14060339.000000,2023-12-31,3.000000,3.000000,15284000000.000000,3866900000.000000,11417100000.000000,4812800000.000000,479800000.000000,0.000000,5844200000.000000,1558000000.000000,4286200000.000000,4286200000.000000,1692900000.000000,0.000000,2.531868,28.043706,False,34.642712,22.380674,,,,
Paisalo Digital Ltd.,INE420C01059,PAISALO,532900.000000,2023-12-31,True,2024-02-01,14060475.000000,2023-09-30,3.000000,2.000000,1302106000.000000,273972000.000000,1028134000.000000,518307000.000000,8603000.000000,0.000000,629956000.000000,157865000.000000,472091000.000000,472091000.000000,449022000.000000,0.000000,1.051376,36.255958,False,97.432616,21.945957,0.841908,78.982129,1217375000.000000,19.432805
Satin Creditcare Network Ltd.,INE836B01017,SATIN,539404.000000,2023-12-31,True,2024-02-01,14060507.000000,2023-12-31,3.000000,3.000000,5476062000.000000,1316933000.000000,4159129000.000000,2295722000.000000,51431000.000000,0.000000,1452669000.000000,368833000.000000,1083836000.000000,1083836000.000000,1100432000.000000,0.000000,0.984919,19.792252,False,47.923067,44.992916,1.040926,49.970339,4919351000.000000,51.340804
Best Agrolife Ltd.,INE052T01013,BESTAGRO,539660.000000,2023-12-31,True,2024-02-01,14060540.000000,2023-12-31,3.000000,3.000000,3493480000.000000,3486310000.000000,7170000.000000,140650000.000000,17790000.000000,0.000000,-151270000.000000,-35830000.000000,-115440000.000000,-115440000.000000,236450000.000000,0.000000,-0.488222,-3.304441,False,-225.495766,46.233855,0.938422,-52.641335,7317590000.000000,25.451590
Can Fin Homes Ltd.,INE477A01020,CANFINHOME,511196.000000,2024-02-01,True,2024-02-01,14080002.000000,2023-12-31,3.000000,3.000000,9019255000.000000,463252000.000000,8556003000.000000,5660150000.000000,30890000.000000,0.000000,2556913000.000000,555516000.000000,2001397000.000000,2001397000.000000,266331000.000000,0.000000,7.514698,22.190270,False,32.112825,27.084134,5.935261,11.546471,8710361000.000000,32.466336
LIC Housing Finance Ltd.,INE115A01026,LICHSGFIN,500253.000000,2024-02-01,True,2024-02-01,14080009.000000,2023-12-31,3.000000,3.000000,67925000000.000000,2441300000.000000,65483700000.000000,46465000000.000000,173500000.000000,0.000000,14486900000.000000,2858100000.000000,11628800000.000000,11628800000.000000,1100800000.000000,0.000000,10.563953,17.120059,False,142.115345,15.596755,10.792605,289.562908,67587500000.000000,32.732197
Ganesh Housing Corporation Ltd.,INE460C01014,GANESHHOUC,526367.000000,2023-12-31,True,2024-02-01,14080010.000000,2023-12-31,3.000000,3.000000,1816711000.000000,437605000.000000,1379106000.000000,2207000.000000,19554000.000000,0.000000,1357345000.000000,342768000.000000,1014577000.000000,1014577000.000000,833871000.000000,0.000000,1.216707,55.846912,False,1390.227960,901.914253,0.704051,1580.937366,1193350000.000000,1980.601855
GIC Housing Finance Ltd.,INE289B01019,GICHSGFIN,511676.000000,2023-12-31,True,2024-02-01,14080020.000000,2023-12-31,3.000000,3.000000,2628900000.000000,277000000.000000,2351900000.000000,1757200000.000000,39000000.000000,0.000000,423000000.000000,67000000.000000,356000000.000000,356000000.000000,538500000.000000,0.000000,0.661096,13.541786,False,-45.574071,-7.524272,0.560074,-46.448864,2701800000.000000,-3.802606
PNB Housing Finance Ltd.,INE572E01012,PNBHOUSING,540173.000000,2024-02-01,True,2024-02-01,14080038.000000,2023-12-31,3.000000,3.000000,17514700000.000000,1471100000.000000,16043600000.000000,10869900000.000000,130200000.000000,0.000000,4452500000.000000,987100000.000000,3465400000.000000,3465400000.000000,2596800000.000000,0.000000,1.334489,19.785666,False,-17.264158,-2.010182,1.480854,-5.023944,17678100000.000000,5.758094
Aavas Financiers Ltd.,INE216P01012,AAVAS,541988.000000,2024-02-01,True,2024-02-01,14080119.000000,2023-12-31,3.000000,3.000000,5091964000.000000,1262729000.000000,3829235000.000000,2165652000.000000,86547000.000000,0.000000,1497376000.000000,330916000.000000,1166460000.000000,1166460000.000000,791363000.000000,0.000000,1.473989,22.907860,False,8.602755,23.602489,1.538364,13.807024,4974430000.000000,25.908193
Aptus Value Housing Finance India Ltd.,INE852O01025,APTUS,543335.000000,2024-02-01,True,2024-02-01,14080129.000000,2023-12-31,3.000000,3.000000,2846437000.000000,395058000.000000,2451379000.000000,806993000.000000,24000000.000000,0.000000,1554117000.000000,346258000.000000,1207859000.000000,1207859000.000000,997848000.000000,0.000000,1.210464,42.434068,False,13.339110,12.618407,1.189855,10.976866,2758069000.000000,16.381536
Repco Home Finance Ltd.,INE612J01015,REPCOHOME,535322.000000,2023-12-31,True,2024-02-01,14080146.000000,2023-12-31,3.000000,3.000000,3932000000.000000,361800000.000000,3570200000.000000,2152600000.000000,47700000.000000,0.000000,1340800000.000000,346400000.000000,994400000.000000,994400000.000000,625600000.000000,0.000000,1.589514,25.289929,False,23.130263,18.845398,1.568095,37.877723,3839100000.000000,20.886076
JM Financial Ltd.,INE780C01023,JMFINANCIL,523405.000000,2024-02-01,True,2024-02-01,14090003.000000,2023-12-31,3.000000,3.000000,2230700000.000000,1008600000.000000,1222100000.000000,13400000.000000,27400000.000000,0.000000,1181300000.000000,283100000.000000,898200000.000000,898200000.000000,955500000.000000,0.000000,0.940031,40.265388,False,-26.388749,22.971334,1.491676,68.730304,2654800000.000000,107.926065
Tata Investment Corporation Ltd.,INE672A01018,TATAINVEST,501301.000000,2024-02-01,True,2024-02-01,14090012.000000,2023-12-31,3.000000,3.000000,316800000.000000,60400000.000000,256400000.000000,100000.000000,2400000.000000,0.000000,253900000.000000,13100000.000000,240800000.000000,240800000.000000,506000000.000000,0.000000,0.475889,76.010101,False,62.154882,28.051738,2.237945,31.384151,1148600000.000000,19.620912
Gufic BioSciences Ltd.,INE742B01025,GUFICBIO,509079.000000,2023-12-31,True,2024-02-01,14090030.000000,2023-12-31,3.000000,3.000000,2022015000.000000,1653232000.000000,368783000.000000,31787000.000000,41417000.000000,0.000000,295579000.000000,73008000.000000,222571000.000000,222571000.000000,100278000.000000,0.000000,2.219540,11.007386,False,5.808005,13.449247,2.394100,14.833634,2152085000.000000,22.518626
Apollo Pipes Ltd.,INE126J01016,APOLLOPIPE,531761.000000,2023-12-31,True,2024-02-01,14090239.000000,2023-12-31,3.000000,3.000000,2226514000.000000,2014327000.000000,212187000.000000,13867000.000000,75028000.000000,0.000000,123292000.000000,32500000.000000,90792000.000000,90792000.000000,393282000.000000,0.000000,0.230857,4.077765,False,86.629721,-5.936432,0.328483,368.925642,2507642700.000000,20.898202
Westlife Foodworld Ltd.,INE274F01020,WESTLIFE,505533.000000,2024-02-01,True,2024-02-01,14090428.000000,2023-12-31,3.000000,3.000000,2973000.000000,3727000.000000,-754000.000000,0.000000,0.000000,0.000000,-754000.000000,0.000000,-754000.000000,-754000.000000,311882000.000000,0.000000,-0.002418,-25.361588,False,-33.921106,48.575712,-0.000260,95.781385,4674000.000000,231.489362
Jio Financial Services Ltd.,INE758E01017,JIOFIN,543940.000000,2023-12-31,True,2024-02-01,14090813.000000,2023-12-31,3.000000,3.000000,1340800000.000000,332500000.000000,1008300000.000000,0.000000,30900000.000000,0.000000,977400000.000000,272600000.000000,704800000.000000,704800000.000000,63532800000.000000,0.000000,0.011093,52.565632,False,-99.721283,283.524027,0.013971,-98.609808,1489000000.000000,4947.457627
Mas Financial Services Ltd.,INE348L01012,MASFIN,540749.000000,2024-02-01,True,2024-02-01,14091040.000000,2023-12-31,3.000000,3.000000,3257700000.000000,507200000.000000,2750500000.000000,1637500000.000000,10700000.000000,0.000000,845100000.000000,220700000.000000,624400000.000000,624400000.000000,546600000.000000,0.000000,1.142334,19.166897,False,21.834087,29.056667,1.097878,22.297660,2981600000.000000,29.625765
India Shelter Finance Corporation Ltd.,INE922K01024,INDIASHLTR,544044.000000,2023-12-31,True,2024-02-01,14091143.000000,2023-12-31,3.000000,3.000000,2181368000.000000,565476000.000000,1615892000.000000,741001000.000000,24530000.000000,0.000000,809186000.000000,187844000.000000,621342000.000000,621342000.000000,535256000.000000,0.000000,1.160831,28.484052,False,26.641341,39.894414,,,,
Suryoday Small Finance Bank Ltd.,INE428Q01011,SURYODAY,543279.000000,2023-12-31,True,2024-02-01,14091655.000000,2023-12-31,3.000000,3.000000,4626100000.000000,1834300000.000000,2791800000.000000,1650200000.000000,0.000000,0.000000,763000000.000000,190800000.000000,572200000.000000,572200000.000000,1061600000.000000,0.000000,0.538998,12.368950,False,217.008310,45.749842,0.473813,286.923077,4269900000.000000,39.676153
Five-Star Business Finance Ltd.,INE128S01021,FIVESTAR,543663.000000,2024-02-01,True,2024-02-01,14092284.000000,2023-12-31,3.000000,3.000000,5700235000.000000,1345893000.000000,4354342000.000000,1287094000.000000,66377000.000000,0.000000,2899050000.000000,731479000.000000,2167571000.000000,2167571000.000000,292225000.000000,0.000000,7.417473,38.025994,False,43.112404,46.640665,6.835002,38.116741,5223650000.000000,44.354914
TeamLease Services Ltd.,INE985S01024,TEAMLEASE,539658.000000,2024-02-01,True,2024-02-01,14093696.000000,2023-12-31,3.000000,3.000000,22361900000.000000,21990000000.000000,371900000.000000,24800000.000000,82000000.000000,35100000.000000,300200000.000000,8800000.000000,291400000.000000,291400000.000000,167700000.000000,0.000000,1.737627,1.303109,False,14.503445,26.107662,1.510674,,20693800000.000000,
Home First Finance Company India Ltd.,INE481N01025,HOMEFIRST,543259.000000,2024-02-01,True,2024-02-01,14094153.000000,2023-12-31,3.000000,3.000000,3010100000.000000,580430000.000000,2429670000.000000,1302120000.000000,30070000.000000,0.000000,1027430000.000000,239220000.000000,788210000.000000,788210000.000000,176700000.000000,0.000000,4.460724,26.185509,False,33.412435,46.446955,4.213905,36.229459,2779810000.000000,46.763072
Quess Corp Ltd.,INE615P01015,QUESS,539978.000000,2024-02-01,True,2024-02-01,14094171.000000,2023-12-31,3.000000,3.000000,40334790000.000000,38379580000.000000,1955210000.000000,229030000.000000,469610000.000000,-427690000.000000,828880000.000000,-185450000.000000,1014330000.000000,1014330000.000000,1484780000.000000,0.000000,0.683152,2.514777,False,71.981503,26.341819,0.333419,140.531961,34962860000.000000,15.233013
Equitas Small Finance Bank Ltd.,INE063P01018,EQUITASBNK,543243.000000,2024-02-01,True,2024-02-01,14094717.000000,2023-12-31,3.000000,3.000000,16342720000.000000,6303123000.000000,10039597000.000000,6436536000.000000,0.000000,0.000000,2759259000.000000,739251000.000000,2020008000.000000,2020008000.000000,11314527000.000000,0.000000,0.178532,12.360293,False,31.628146,34.393843,0.176636,90.208280,15403672000.000000,34.249183
IRB InvIT Fund,INE183W23014,IRBINVIT,540526.000000,2023-12-31,True,2024-02-01,14094822.000000,2023-12-31,3.000000,3.000000,1530789000.000000,35544000.000000,1495245000.000000,468274000.000000,0.000000,0.000000,380991000.000000,0.000000,380991000.000000,380991000.000000,49139335000.000000,0.000000,0.007753,24.888538,False,-58.899037,16.695826,-0.002782,-114.191123,2054422000.000000,58.251823
Au Small Finance Bank Ltd.,INE949L01017,AUBANK,540611.000000,2024-02-01,True,2024-02-01,14094831.000000,2023-12-31,3.000000,3.000000,31855113000.000000,11174803000.000000,20680310000.000000,14109463000.000000,0.000000,0.000000,4981478000.000000,1228999000.000000,3752479000.000000,3752479000.000000,6687745000.000000,0.000000,0.561098,11.779833,False,-4.798466,32.016517,0.601343,16.840583,29565181000.000000,32.008260
Ujjivan Small Finance Bank Ltd.,INE551W01018,UJJIVANSFB,542904.000000,2024-02-01,True,2024-02-01,14094840.000000,2023-12-31,3.000000,3.000000,16553900000.000000,5873900000.000000,10680000000.000000,6107000000.000000,0.000000,0.000000,3943900000.000000,943300000.000000,3000600000.000000,3000600000.000000,19565400000.000000,0.000000,0.153363,18.126242,False,2.236482,35.627673,0.167591,11.304266,15797800000.000000,38.597861
Aditya Birla Capital Ltd.,INE674K01013,ABCAPITAL,540691.000000,2024-02-01,True,2024-02-01,14094863.000000,2023-12-31,3.000000,3.000000,485900000.000000,144900000.000000,341000000.000000,300000.000000,2000000.000000,0.000000,337100000.000000,81300000.000000,255800000.000000,255800000.000000,25995600000.000000,0.000000,0.009840,52.644577,False,2898.034265,404.569055,0.035039,33.268888,1343900000.000000,43.717249
Share India Securities Ltd.,INE932X01018,SHAREINDIA,540725.000000,2023-12-31,True,2024-02-01,14094873.000000,2023-12-31,3.000000,3.000000,2853523000.000000,1480810000.000000,1372713000.000000,235650000.000000,31633000.000000,0.000000,1105430000.000000,272905000.000000,832525000.000000,832525000.000000,328056000.000000,0.000000,2.537753,29.175339,False,45.141941,45.089275,2.434401,72.908581,2775507000.000000,56.594911
Tube Investments of India Ltd.,INE974X01010,TIINDIA,540762.000000,2024-02-01,True,2024-02-01,14094896.000000,2023-12-31,3.000000,3.000000,19119800000.000000,16588600000.000000,2531200000.000000,73900000.000000,360900000.000000,0.000000,2096400000.000000,521400000.000000,1575000000.000000,1575000000.000000,193400000.000000,0.000000,8.143744,8.237534,False,14.193368,10.724524,9.386446,27.164402,20053800000.000000,4.429470
Indostar Capital Finance Ltd.,INE896L01010,INDOSTAR,541336.000000,2023-12-31,True,2024-02-01,14094914.000000,2023-12-31,3.000000,3.000000,2388200000.000000,808600000.000000,1579600000.000000,1453100000.000000,72400000.000000,0.000000,106200000.000000,0.000000,106200000.000000,106200000.000000,1360800000.000000,0.000000,0.078042,4.446864,False,-65.852090,0.589672,0.077234,-72.465287,2342700000.000000,-1.297662
Affle (India) Ltd.,INE00WC01027,AFFLE,542752.000000,2024-02-01,True,2024-02-01,14094934.000000,2023-12-31,3.000000,3.000000,1494130000.000000,1224400000.000000,269730000.000000,1850000.000000,19290000.000000,0.000000,248590000.000000,63510000.000000,185080000.000000,185080000.000000,280190000.000000,0.000000,0.660552,12.387142,False,-18.073125,3.650339,0.682272,22.686455,1392330000.000000,15.170440
Embassy Office Parks REIT,INE041025011,EMBASSY,542602.000000,2023-12-15,True,2024-02-01,14094977.000000,2023-12-31,3.000000,3.000000,4629160000.000000,100030000.000000,4529130000.000000,1812420000.000000,0.000000,0.000000,2716710000.000000,1320000.000000,2715390000.000000,2715390000.000000,288262110000.000000,0.000000,0.009420,58.658374,False,-15.990978,-4.790738,0.011569,3.056318,5342200000.000000,9.558419
India Infrastructure Trust,INE05KD23015,,542543.000000,2023-12-15,True,2024-02-01,14094980.000000,,,,,,,,,,,,,,,,,,,,,,,,
KFIN Technologies Ltd.,INE138Y01010,KFINTECH,543720.000000,2024-02-01,True,2024-02-01,14095013.000000,2023-12-31,3.000000,3.000000,2167750000.000000,1147630000.000000,1020120000.000000,11560000.000000,122550000.000000,0.000000,886010000.000000,227910000.000000,658100000.000000,658100000.000000,1706460000.000000,0.000000,0.385652,30.358667,False,21.158177,15.668237,0.364303,27.473631,2065590000.000000,17.076364
Utkarsh Small Finance Bank Ltd.,INE735W01017,UTKARSHBNK,543942.000000,2023-12-31,True,2024-02-01,14095259.000000,2023-12-31,3.000000,3.000000,8886354000.000000,3088105000.000000,5798249000.000000,3236740000.000000,0.000000,0.000000,1520489000.000000,359913000.000000,1160576000.000000,1160576000.000000,10980824000.000000,0.000000,0.105691,13.060204,False,1.249209,24.809780,0.104303,6.537438,8614876000.000000,27.306038
Fusion Micro Finance Ltd.,INE139R01012,FUSION,543652.000000,2023-12-31,True,2024-02-01,14095338.000000,2023-12-31,3.000000,3.000000,6132400000.000000,1491400000.000000,4641000000.000000,2014600000.000000,23800000.000000,0.000000,1665000000.000000,400500000.000000,1264500000.000000,1264500000.000000,1005300000.000000,0.000000,1.257833,20.619986,False,23.120689,31.454674,1.250896,8.977167,5712600000.000000,26.293309
Fino Payments Bank Ltd.,INE02NC01014,FINOPB,543386.000000,2023-12-31,True,2024-02-01,14095395.000000,2023-09-30,3.000000,2.000000,3585800000.000000,3196300000.000000,389500000.000000,188700000.000000,0.000000,0.000000,195200000.000000,0.000000,195200000.000000,195200000.000000,832100000.000000,0.000000,0.234587,5.443695,False,41.449275,18.214486,0.224733,85.148515,3483000000.000000,20.498184
Anand Rathi Wealth Ltd.,INE463V01026,ANANDRATHI,543415.000000,2023-12-31,True,2024-02-01,14095422.000000,2023-12-31,3.000000,3.000000,1791033000.000000,972858000.000000,818175000.000000,16304000.000000,37411000.000000,0.000000,764460000.000000,195249000.000000,569211000.000000,569211000.000000,208701000.000000,0.000000,2.727399,31.781156,False,32.532131,33.073358,2.714266,32.709765,1813513000.000000,36.149522
Prudent Corporate Advisory Services Ltd.,INE00F201020,PRUDENT,543527.000000,2023-12-31,True,2024-02-01,14095481.000000,2023-12-31,3.000000,3.000000,1757465000.000000,1340378000.000000,417087000.000000,3317000.000000,57401000.000000,0.000000,356369000.000000,90338000.000000,266031000.000000,266031000.000000,207033000.000000,0.000000,1.284969,15.137200,False,31.946731,25.865679,1.125758,25.590857,1603387000.000000,24.843458
